"word1","word2","n"
"carbon","trade",1
"carbon","transition",1
"carbon","warming",1
"carbon","world",1
"carbon","yalee360",1
"carboncapture","greenwashing",1
"carboncapture","system",1
"carboncapture","techniques",1
"carboncoop","retrofit",1
"carboncopyinfo","warriormomsin",1
"carboncredit","restrictions",1
"carboncredit","unfccc",1
"carboncredits","climatechange",1
"carbondioxide","ipcc",1
"carbonemission","climatechange",1
"carbonemissions","carbonreduction",1
"carbonemissions","lies",1
"carbonemissions","officialrandl",1
"carbonemissions","smartcity",1
"carbonemissions","warming",1
"carbonemmission","pointofnoreturn",1
"carbonfootprint","belongs",1
"carbonfootprint","biodiversity",1
"carbonfootprint","eat",1
"carbonfootprint","gieselmannicole",1
"carbonfootprint","netzerofuture",1
"carbonfree","future",1
"carbonfree","merchants",1
"carbonlit","culturetakesaction",1
"carbonmarket","carbonemissions",1
"carbonmarket","carbonmarket",1
"carbonmarket","leaders",1
"carbonnegative","netzero",1
"carbonnegative","socialimpact",1
"carbonneutral","actnow",1
"carbonneutral","climatecrisis",1
"carbonneutral","commitment",1
"carbonneutral","finance",1
"carbonneutrality","climatechange",1
"carbonneutrality","climateemergency",1
"carbonoffsets","ichronicle",1
"carbonoffsets","tokenization",1
"carbonoffsetsburning","shellgame",1
"carbonreduction","sustainability",1
"carbonremoval","solutions",1
"carbonsinks","climatechange",1
"carbontax","appears",1
"carbontax","laws",1
"carbontax","unpopularity",1
"card","played",1
"cardiff","city",1
"cardiffcouncil⁩","taking",1
"cardiffsave","amanwy",1
"care","atm",1
"care","boil",1
"care","climateaffects_06",1
"care","community",1
"care","officer",1
"care","systems",1
"career","change",1
"career","choices",1
"career","growth",1
"career","leadership",1
"career","talking",1
"careers","climatechange",1
"careers","environment",1
"careers","ladders",1
"careers","sustainablesystems",1
"careful","examination",1
"careful","moving",1
"careful","thinking",1
"carefulness","helps",1
"carefulwhatyouwishfor","elxn2021",1
"careservices","physiotherapy",1
"caretaker","nursingcare",1
"caretta","caretta",1
"caretta","linnaeus",1
"cargobikes","cycling",1
"cargobikes","eurobikeshow",1
"caribbean","dont",1
"caribbean","uk's",1
"caricomorg","oecscommission",1
"caring","vision",1
"carlachamorros","bristolcomsense",1
"carlaxa63784237","maniarmuhammad",1
"carleton","pierre",1
"carlos","manuel",1
"carlota_houart","reviewed",1
"carlymclachlan","sarahlmander",1
"carnism","blinds",1
"carolina","roa",1
"carolinelucas","aloksharma_rdg",1
"carolinelucas","jon_bartley",1
"carolyn","kousky",1
"carr","road",1
"carrier","management",1
"carrying","smirko",1
"carrying","water",1
"cars","25",1
"cars","bikes",1
"cars","caravans",1
"cars","damage",1
"cars","extinctionrebellion",1
"cars","globalwarming",1
"cars","planes",1
"cars","planting",1
"cars","powered",1
"cars","stay",1
"cars","uprootthesystem",1
"carscoops","carbonfootprint",1
"cart","pompous",1
"cartaucsd","wednesday",1
"cartoon","gallery",1
"cartoons","pizzarat",1
"carts","gay",1
"casas","de",1
"cascade","collapse",1
"cascades","glacier",1
"cascading","crises",1
"cascading","impacts",1
"casestudies","webinars",1
"cash","grab",1
"cashapps","venmos",1
"caspian","climate",1
"cassinihackathons","invite",1
"cast","doubt",1
"castratepatriarchy","climatechange",1
"casualclimatechangeconvo","cclnelson",1
"cat","1",1
"cat","2",1
"cat","3",1
"cat","6",1
"cat","cats",1
"cat","climatechange",1
"catalytic","datasets",1
"catalyze","change",1
"catastrophe","co2e",1
"catastrophe","earth",1
"catastrophic","agw",1
"catastrophic","consequences",1
"catastrophic","effects",1
"catastrophic","fires",1
"catastrophic","risk",1
"catastrophic","supervolcano",1
"catastrophic","wildfire",1
"catastrophically","confuse",1
"catcher","international",1
"categories","climate",1
"category","3",1
"catherine_barr","amp",1
"catherine_lucey","haroldfordjr",1
"cathhewat123","mary_greicy",1
"catholic","church",1
"catrionalaing1","ojedd_global",1
"cats","cub",1
"cattle","commerciallivestock",1
"cattle","farming",1
"caturday","climatechange",1
"catvalente","climate",1
"caught","lying",1
"caught","red",1
"causal","mechanisms",1
"causative","agent",1
"caused","activities",1
"caused","billions",1
"caused","breaks",1
"caused","crops",1
"caused","deal",1
"caused","emissions",1
"caused","global",1
"caused","increase",1
"caused","massive",1
"caused","primarily",1
"caused","windburn",1
"caused","worldwide",1
"causing","adverse",1
"causing","biblical",1
"causing","california’s",1
"causing","climate",1
"causing","climatechange",1
"causing","deaths",1
"causing","disease",1
"causing","dramatic",1
"causing","floods",1
"causing","future",1
"causing","glaciers",1
"causing","havoc",1
"causing","ideal",1
"causing","increased",1
"causing","loss",1
"causing","massive",1
"causing","rice",1
"causing","worldwide",1
"caution","2",1
"cavelion","ancient",1
"cavendishbill","2019",1
"cavity","wall",1
"caw","investigates",1
"cazzypu","bbcnews",1
"cbam","ipcc_ch",1
"cbc","climatechange",1
"cbcnews","lousy",1
"cbcthenational","petermansbridge",1
"cbduk","climatechange",1
"cbf's","harry",1
"cbm_global","centerforinclu1",1
"cbsnews","nbcnews",1
"cc","devindvote",1
"cc","financialpost",1
"cc","lilydambrosiomp",1
"cc","parveenkaswan",1
"cc","peak",1
"cc","refugees",1
"cc","sebsoleille",1
"cc","wanjiku_dk",1
"cc:learn","unep",1
"cca","website",1
"ccda2021","13",1
"ccda2021","caboverde",1
"ccda2021countdown","africa",1
"cce","address",1
"cce","cce",1
"cclavictoire","elizabethmay",1
"cclnelson","wk_ecosociety",1
"ccncollaboration","let’s",1
"ccnucc","unfccc",1
"ccp","basically",1
"ccp","style",1
"ccpa","ccpa_ont",1
"ccpa_ont","canfem",1
"ccs","carboncapture",1
"ccs","ccsu",1
"ccs","ccus",1
"ccsu","carboncapture",1
"ccus","named",1
"cdc","biodiversity",1
"cdnag","westcdnag",1
"cdnpoli","4real",1
"cdnpoli","ableg",1
"cdnpoli","candidate",1
"cdnpoli","gpc",1
"cdnpoli","journalists",1
"cdnpoli","liberalplatform",1
"cdnpoli","lpc",1
"cdnpoli","read",1
"cdnpoli","votendp",1
"cdnpoli","voters",1
"cdp","atquestcare",1
"cdsb","iirc",1
"cdu","peteraltmaier",1
"cease","climatenaturepollutioncrises",1
"cecgreentips","climatechange",1
"cecilia","melanson",1
"cecweb","council",1
"cecweb","session",1
"cefasgovuk","bruvs",1
"cehday","october",1
"celebrate","action",1
"celebrate","airpollution",1
"celebrate","amazon",1
"celebrate","national",1
"celebrated","food",1
"celebrates","sales",1
"celebrating","action",1
"celebrating","local",1
"celebrating","national",1
"celebratingfandoms","science",1
"celebrities","washingtondc",1
"celine","olesen",1
"cell","charging",1
"cell","phone",1
"cell","vehicles",1
"cells","provide",1
"celsius","warmer",1
"cen_hq","guardianeco",1
"cent","sustainableliving",1
"center","lane",1
"center","sustainability",1
"center's","strategy",1
"centerforinclu1","undpclimate",1
"centerpivot","drought",1
"central","africa",1
"central","america",1
"central","banks",1
"central","europe",1
"central","mexico",1
"central","nervous",1
"central","office",1
"central","sabaragamuwa",1
"central","sahel",1
"centralbanks","financing",1
"centre","climatechange",1
"centre","includes",1
"centre","join",1
"centre","mary",1
"centre","stage",1
"centre_alt_tech","craig4monty",1
"centrenetzero","engiegroup",1
"centric","advisory",1
"centuries","ago",1
"century","ago",1
"century","climatechange",1
"century","expedition",1
"century","improving",1
"century","iucn",1
"ceo","anastasia",1
"ceo","buyers",1
"ceo","clean",1
"ceo","climatechange",1
"ceo","folukemichael",1
"ceo","herbert_diess",1
"ceo","marc",1
"ceo","mark",1
"ceo","mukherjee_sarah",1
"ceo","mysunindia",1
"ceo","rosechallies",1
"ceo","simba_guleid",1
"ceo","tanjakovac",1
"ceo","telling",1
"ceo","terryslevin",1
"ceoglobal","investmiddlesex",1
"ceos","amp",1
"ceos","eldaily",1
"cepr","webinar",1
"ceres","bcorporation",1
"cern","hl_lhc_quaco",1
"certificate","theme",1
"certification","socialresponsibility",1
"certified","green",1
"certo_project","lagoons4life",1
"cest","11",1
"cest","online",1
"cest","plos",1
"cet","energytransition",1
"cfgs","curriculum",1
"cflav","2",1
"cflav","explaining",1
"cgiar","learn",1
"cgm","hornbill",1
"cgsbangladesh","climatechange",1
"cgtnopinion","effective",1
"ch","greenhouse",1
"ch4","tree",1
"chablis","burgundy",1
"chad","basin",1
"chad","china",1
"chain","amp",1
"chain","disruptions",1
"chainless","electric",1
"chainlink","link",1
"chains","let’s",1
"chair","ana",1
"chair","ban",1
"chair","lmao",1
"chair","syed",1
"chalani","marasinghe",1
"challenge","2",1
"challenge","aia",1
"challenge","amp",1
"challenge","civtech",1
"challenge","daily",1
"challenge","domestically",1
"challenge","prevailing",1
"challenge","read",1
"challenge","temperature",1
"challenge","terminology",1
"challenge","yesterday",1
"challenges","ahead",1
"challenges","amp",1
"challenges","bbc",1
"challenges","called",1
"challenges","climatechange",1
"challenges","created",1
"challenges","denairport",1
"challenges","dhaka",1
"challenges","due",1
"challenges","faced",1
"challenges","food",1
"challenges","learn",1
"challenges","posed",1
"challenges","related",1
"challenges","saharan",1
"challenging","operating",1
"chamber","network",1
"chambers","gretathunberg",1
"chambers","session",1
"champion","net",1
"champion","netzeroemissions",1
"champion","producers",1
"championing","effective",1
"champions","climatechange",1
"champions","driving",1
"champions","pacific",1
"chance","meeting",1
"change","28daysforclimate",1
"change","5star",1
"change","activist",1
"change","activists",1
"change","affected",1
"change","affecting",1
"change","affects",1
"change","aggag",1
"change","agree",1
"change","alongside",1
"change","article",1
"change","auspol",1
"change","beautiful",1
"change","behaviour",1
"change","benefits",1
"change","biology",1
"change","black",1
"change","blackincbooks",1
"change","blame",1
"change","blamed",1
"change","bold",1
"change","bookmark",1
"change","boris",1
"change","can’t",1
"change","carbon",1
"change","carefulwhatyouwishfor",1
"change","caucus",1
"change","centuries",1
"change","change",1
"change","check",1
"change","choice",1
"change","citing",1
"change","climateemergency",1
"change","clothes",1
"change","co2",1
"change","comment",1
"change","committee",1
"change","communication",1
"change","compact",1
"change","concerns",1
"change","conservation",1
"change","continue",1
"change","contributing",1
"change","convenor",1
"change","cop26",1
"change","covid",1
"change","crickets",1
"change","deadly",1
"change","democrats",1
"change","demonstration",1
"change","disasters",1
"change","discussing",1
"change","dlts",1
"change","driven",1
"change","earth",1
"change","earthships",1
"change","ed",1
"change","effects",1
"change","electrification",1
"change","empowering",1
"change","environmentalawarenessmonth",1
"change","epa",1
"change","escalates",1
"change","exacerbates",1
"change","exec_wealth",1
"change","expert",1
"change","explore",1
"change","extreme",1
"change","facebook",1
"change","factors",1
"change","faster",1
"change","fighting",1
"change","findings",1
"change","folloforfolloback",1
"change","front",1
"change","generational",1
"change","geographic",1
"change","global",1
"change","goals",1
"change","gonna",1
"change","govegan",1
"change","governs",1
"change","half",1
"change","happen",1
"change","healthtips",1
"change","here’s",1
"change","highlighting",1
"change","hotspot",1
"change","ht",1
"change","hurricane",1
"change","impacting",1
"change","including",1
"change","increases",1
"change","individual",1
"change","initiatives",1
"change","insects",1
"change","ipccreport",1
"change","isnt",1
"change","israel",1
"change","jamboree",1
"change","jobs",1
"change","join",1
"change","jonathan",1
"change","lab",1
"change","learn",1
"change","libraries",1
"change","limiting",1
"change","links",1
"change","lives",1
"change","lower",1
"change","makers",1
"change","mark",1
"change","maryfriel",1
"change","measures",1
"change","meta",1
"change","michaelemann",1
"change","migration",1
"change","ministry",1
"change","mollemindia",1
"change","money",1
"change","moscow",1
"change","nature",1
"change","negotiations",1
"change","nftartist",1
"change","online",1
"change","organise",1
"change","planetfirst",1
"change","platitudes",1
"change","post",1
"change","posts",1
"change","practice",1
"change","predicted",1
"change","professionals",1
"change","programme",1
"change","progress",1
"change","protester",1
"change","questions",1
"change","quickly",1
"change","ramps",1
"change","ranked",1
"change","related",1
"change","resilience",1
"change","resources",1
"change","restore",1
"change","rights",1
"change","risks",1
"change","scenario",1
"change","scheme",1
"change","score",1
"change","service",1
"change","smallholder",1
"change","stem",1
"change","stop",1
"change","storytelling",1
"change","strategies",1
"change","study",1
"change","summit",1
"change","supply",1
"change","sustainabilitysunday",1
"change","symposium",1
"change","takes",1
"change","tarik",1
"change","time",1
"change","tourists",1
"change","trigger",1
"change","trudeaumustgo",1
"change","ttot",1
"change","tune",1
"change","txclimate",1
"change","ukeconomy",1
"change","undermining",1
"change","video",1
"change","vital",1
"change","votetrudeauout",1
"change","vulnerability",1
"change","warning",1
"change","warrior",1
"change","watch",1
"change","we_gaw",1
"change","wealthy",1
"change","wfp",1
"change","widespread",1
"change","wildfires",1
"change","workshop",1
"change","worsens",1
"change","youth",1
"change","ytp2021",1
"change","चिंता",1
"𝐂𝐇𝐀𝐍𝐆𝐄","𝐈𝐒",1
"change.what","steps",1
"changed","amp",1
"changed","forever",1
"changed","public",1
"changehabits","sarvamwelfare",1
"changeit","app",1
"changeit_app","pmoindia",1
"changetheworld","improvetheworld",1
"changing","adult",1
"changing","markets",1
"changing","mix",1
"changing","monsoon",1
"changing","nature",1
"changing","ountry",1
"changing","risk",1
"changing","sea",1
"changing","technologies",1
"changing","tides",1
"changing","time",1
"changing","variance",1
"changing","wildfire",1
"changingrooms","olasticfreepaint",1
"channel","01",1
"channel","1",1
"channel","10",1
"channel","4",1
"channel","billed",1
"channel","iphone",1
"channel4news","gmb",1
"channeling","data",1
"chantalhbert","spot",1
"chaos","global",1
"chaos","theory",1
"chaparral","fire",1
"chapman","explains",1
"chapter","11",1
"chapter","9",1
"chapter3","motions",1
"charge","d’affaires",1
"charge","join",1
"charge","politicians",1
"charging","400,000",1
"charging","inlet",1
"charging","market",1
"charging","options",1
"charging","stations",1
"charisma","youthlead",1
"charity","brightmates",1
"charity","philanthropy",1
"charkha","handloom",1
"charles","dickens",1
"charles's","opinion",1
"charleskolstad","stanford",1
"charliepick","haha",1
"charlotte","investigates",1
"charlotte","moore",1
"charter","rights",1
"chartered","accountancy",1
"chattisgarh","assam",1
"chattisgarh","mizoram",1
"cheah","senior",1
"cheap","ev",1
"cheap","fares",1
"cheap","gas",1
"cheaper","investing",1
"cheatgrass","fuel",1
"check","july",1
"check","list",1
"check","source",1
"check","unisouthpacific",1
"cheery","story",1
"cheese","festival",1
"cheese","meet",1
"cheese","plantbased",1
"chefs","culinary",1
"chemical","biological",1
"chemical","fertilizers",1
"chemical","forms",1
"chemical","industry",1
"chemically","recycled",1
"chemicals","fashion",1
"chemtrail","aerosol",1
"chen","unfccc",1
"cherishproj","gwyneddarch",1
"chevrolet","bolt",1
"chevron","invests",1
"chfund","children",1
"chhattisgarh","west",1
"chiagoziec_udeh","topic",1
"chicago","world",1
"chicken","lovelambweek",1
"chief","decarbonisation",1
"chief","dr",1
"chief","economist",1
"chief","emma",1
"chief","emmaarchervg",1
"chief","heat",1
"chief","home",1
"chiefexecccc","thecccuk",1
"chiesi","warns",1
"child","amp",1
"child","focused",1
